# Created by Octave 3.4.3, Tue Jun 19 08:17:46 2012 PDT <reid@localhost>
# name: X
# type: matrix
# rows: 307
# columns: 2
 14.70598656653535 16.46040295414171
 13.59156859810395 14.91975097196414
 12.29984538869378 14.77119467910275
 13.3990474777037 16.11912910518291
 15.13112869806696 15.90031130320181
 15.38581197702793 15.71453967469415
 15.45487421920634 15.4404224240544
 13.74951530855867 15.26803135994583
 15.69914333094722 16.05595814533895
 14.80580490719942 14.33258926354469
 15.17222942648117 16.70624397729834
 11.24915511828765 15.13295896107001
 13.88773906521638 14.48548132472444
 15.3258701791002 16.58524064023295
 12.97517063349011 15.1605677140184
 14.07427780835002 17.21973519125371
 14.1820256369139 17.83351945487566
 12.23970014041095 14.72866833837743
 14.82555960703615 15.94500684833057
 13.09763368416417 16.23036500469445
 13.85758877756093 15.03526838191721
 15.52502523459987 16.78653607805479
 15.31499528329094 14.56835427536349
 14.03034873517879 15.6633618769716
 14.42312994571211 14.94109334872472
 13.63615118835241 14.96411634434718
 14.53477942776931 13.35611764012331
 14.61566223678644 14.15241034694619
 13.08085544352481 14.0284594118694
 14.93928677902786 14.54933745884242
 16.0271266262212 15.70965830468461
 14.31925037139242 15.11762658185582
 14.86153307492049 14.28458412390706
 14.01432032507764 16.77971266133154
 13.40765469906171 14.60041190939531
 13.0795973186072 14.19389917316378
 12.68820688788819 13.81109597020173
 14.19232756586644 15.36498178724437
 14.86589365075524 14.47138789706538
 13.39350297747264 14.34389892642248
 13.58659142682796 14.39148496395445
 13.10219289551651 14.3760326021477
 14.54176555566262 16.37233995317341
 14.25602703003231 15.0423494965284
 16.18754760471493 16.36145253974863
 13.63292362573135 13.62886893815872
 14.65349334618363 14.97649220824924
 12.61911799757794 16.77214314245786
 13.03427729514449 14.25689090988086
 10.85940051666349 14.47914434225415
 12.93486070587027 14.60746677979927
 13.9922676551586 14.96212808248882
 12.57248704338531 15.1972734968139
 15.68266703007037 16.22123922102406
 13.2125815156299 14.3518273677709
 13.98975002194823 14.52445650352669
 13.4662664096024 13.65765529406475
 13.13166385488746 15.79882584075226
 14.35439254719252 15.02329268379058
 13.55329410888779 13.73218768633878
 12.98628429130503 14.80983707085099
 14.37264883162727 14.95148191190331
 13.58869050224715 15.19778174710474
 12.26002251889708 15.61364103922988
 13.66602493759934 16.44517365387813
 14.34554567080519 15.44883765222099
 14.60667497581217 15.77655361118647
 14.15369523977195 16.57440586446113
 14.04899502017924 14.39078838248393
 14.06857464220482 14.62364257375797
 15.88890082127304 16.33705609429303
 13.97601419894874 15.84206442894244
 10.88221341356124 13.46166188373757
 13.90920312008345 14.97657577218348
 12.36776146202978 15.14204982137499
 15.16765639256333 15.51933856946829
 15.3376951724287 14.23319145087297
 13.55057689653119 15.73044061233337
 13.57918656724497 15.47264441338775
 14.24479089854792 15.0850911865811
 15.33086296717245 15.71142599198902
 15.91714892779239 15.15651432878437
 13.85421253890297 15.32125758133508
 14.08736591098981 14.30728373787297
 12.63610997338858 15.65066101888946
 14.36282756033598 13.87195409310256
 14.50066606012271 14.61759024545319
 13.96984547008964 16.17341605305203
 15.13133128099397 15.28924849061305
 15.15300231315136 14.01362830007739
 13.31011939341444 14.39060274697614
 14.25712172586539 14.29705004451436
 13.71613134707139 13.52733470384027
 15.70094057818437 15.99611428697285
 13.38943515399727 14.36513422537798
 14.14088666467278 13.97440554314796
 14.84487049785213 14.01695105963744
 12.70489590338878 14.27293037161499
 14.95353525235777 14.73218902472499
 14.28114117782965 14.61262377516035
 13.06799073973982 14.83286345035982
 13.60279699846308 12.20295198971654
 12.68816488185228 15.81141680713469
 13.88291727981215 14.11808370066965
 14.016482216113 14.33509982485053
 15.36576550135049 15.82610475260424
 13.57764756126836 14.88045533202498
 13.3918924208501 14.34497756139911
 13.69362090262048 15.92189939882443
 12.87853442397187 13.20174479842375
 13.69916365173765 15.41800069841461
 14.01609081001448 15.82165925226776
 14.5899650464961 16.38090675134464
 15.00784342040606 15.50954333819685
 14.05950746445452 13.75788684204651
 14.46114683681014 13.34425721343066
 14.64474777063343 15.03905866347516
 13.85478898285457 15.86614260965412
 14.2814175097121 14.02340696081207
 14.93304554162803 14.32639552072927
 13.7693080678919 16.51310530416839
 13.44404345182867 15.07922662749323
 14.0317928593353 14.40986664465888
 13.81946840229293 15.58676798397279
 16.50656640573653 15.22029747467542
 12.20423230665472 14.32106064914233
 14.8819298948981 16.36162230554352
 15.16030999546341 15.14972042192441
 11.78759609450762 14.55034168613148
 12.88388298331717 14.57250347912669
 13.62023705917705 16.42369250161395
 14.53049363223479 15.44664319460541
 12.64616608049998 15.10838775257841
 15.54763373107359 16.43238820991158
 14.4007699774828 15.21258204276164
 15.21058389990948 14.93547994178749
 15.06173440367518 15.11740665636805
 14.86214589875373 14.70177771082854
 15.40451989437227 15.34490711864667
 13.79430574831448 14.68727111247282
 14.63390271757003 16.30082803685785
 12.45687580804446 15.54617986485219
 13.99759772841731 16.73594542008409
 12.93253733568772 12.62389976814524
 13.70345190616539 14.71480993356161
 13.12395594125503 15.44848980937747
 13.81691009423219 14.09233539217894
 13.02489337092878 14.25050251544228
 14.53425534561566 15.76596516545384
 13.25186260458783 16.3225231885698
 13.23657554891477 15.33696609589177
 12.1297131595538 12.66688846478064
 14.3808873556303 16.03087164666765
 15.98239721601976 15.52399453253037
 13.75107909980303 13.64320737566979
 13.35730012174231 13.42431786138274
 13.08559089708043 14.86775905977197
 13.6117330216296 14.86806413838196
 15.1776173709485 14.15354188009321
 14.15456588767872 15.28746897631645
 13.22531906267953 13.9598546965538
 13.94151500958564 14.76023193066396
 15.39066478902675 15.71412823472551
 13.17642606705518 13.67395694240669
 13.38689005901117 14.66536821990745
 15.15888821036137 14.78211270885843
 14.55599224830758 14.04946255637684
 14.62692885570043 14.29592015439668
 13.28624407169681 15.6581260669439
 13.8154823515179 14.1716943145893
 14.3109896419094 16.25419059506493
 13.53597112272297 15.77020127180871
 14.80103055297733 13.81813140471321
 13.77274485542839 14.64955360893938
 13.76510156692244 15.02311286948475
 14.05349835921094 13.93946896423697
 15.30905390162218 16.04190604522437
 13.15523771144825 16.9212211680188
 12.69940390796505 13.99916733869651
 14.3679922537568 16.75782353966251
 13.2632541853177 14.09898705600851
 11.91253508924009 14.61325734486844
 13.37000592461161 15.18268143261131
 15.99450697482097 15.4532938283601
 14.15764860588238 13.77083846575649
 14.96982662482653 15.59222552688896
 14.75068711060737 15.46889187883478
 13.33027919659259 14.34699591207669
 13.05002153442813 14.68726188711367
 13.77642646984253 14.23618563920568
 15.17426585206286 15.5095749119089
 14.21251759323552 15.08270517066944
 13.82089482923982 15.61146315929325
 14.12355955034152 14.95509753853501
 14.54752171050364 14.85861945287413
 14.09944359402792 16.03131199865159
 14.57730180008498 14.25667659137451
 14.52331832390665 14.2300499886642
 14.30044704017983 15.26643299159799
 14.55839285912062 15.48691913661183
 14.22494186934392 15.86117827216267
 12.04029344338111 13.34483350304919
 13.07931049306772 9.347878119065356
 21.7271340215587 4.126232224310076
 12.4766288158932 14.4593696654036
 19.5825727723877 10.4116189967773
 23.33986752737173 16.29887355272053
 18.2611884383863 17.9783089957873
 4.752612823293772 24.35040724802435


# name: Xval
# type: matrix
# rows: 307
# columns: 2
 15.79025979259179 14.92102430324904
 13.63961876731994 15.32995521276932
 14.86589942556924 16.47386513943272
 13.58467605250264 13.98930610650073
 13.46404166539617 15.63533011236539
 12.94888838047389 16.1400682821938
 15.31084155367494 15.17480136599567
 13.89795240897033 15.43169468889546
 11.92096524827539 14.30579937122693
 14.85934118574272 14.90066473940623
 13.63501268485473 14.56205829859262
 15.75981740908925 15.13340409263359
 15.22196500209379 14.18491044152237
 12.10564111419203 13.4265382155943
 14.80848889485154 13.87075724615676
 15.36135886778125 15.99014916900712
 12.7291444179683 15.8265107034533
 15.38533788557024 15.21036415850734
 13.81810533930696 14.29933915167222
 15.37884879733603 15.90228513510209
 14.11232153041226 15.31616728922186
 12.8241524053512 13.69719919627414
 14.58354682903186 14.99675180937836
 14.29483670229368 15.84651795501672
 13.51128810117875 15.59094269836069
 13.71433284441179 15.35484381824077
 12.85788466734036 14.00239133901378
 14.56998007638443 14.22432034822676
 15.59049568941909 15.7214353270823
 13.0999943019636 15.09006349905254
 14.61461465358977 14.85494524825438
 13.92751557483738 16.0942091321249
 13.28968651198235 15.42177934909963
 14.32837509619625 15.01104800591057
 12.99369072114868 15.02922303152496
 13.21733162300916 15.0207641144574
 13.72874051854049 14.03641261589395
 12.59667945964105 13.46567849773674
 14.03082134327085 16.31086646258524
 14.06074927463412 15.32971274459507
 15.26965978675515 15.57677090948541
 15.88197422536193 15.4617148698901
 15.07180425384449 14.41570779114311
 13.98475169018712 15.47191457463195
 14.16180226258263 14.81511293941527
 14.68681165245333 14.41356019751976
 14.11912326040875 16.76631594481144
 14.31950715017726 15.38060916894581
 13.30913392391425 15.04326285409615
 13.55172581126191 14.01841775946636
 15.17132207573763 16.01400506921946
 14.28066670753306 14.99449540622093
 13.33650871305471 15.0416317791887
 14.37685832064701 15.6787516858582
 14.32568927566916 16.46964188893969
 14.62490061007731 14.23414925880566
 14.16924635373662 14.10672629419341
 12.9720825076238 15.48929247488697
 12.37375968709874 14.88116274930431
 15.15445807962617 15.05824920431641
 14.09323314347402 14.7715379279736
 12.59487824183497 15.03964064871778
 13.61531824915719 14.72143193635947
 12.67031639691167 15.98640261246029
 14.70384383293049 15.88781645395568
 15.27843210430302 13.89330888954478
 13.27130434794576 14.50718272557207
 14.13665396966282 14.78041493670151
 15.29429908602667 16.5067762446063
 14.66965517424789 15.3534479164439
 14.03106980314854 13.72965633890117
 13.77413650976695 14.76038557285514
 14.55210322285936 16.64400568419494
 13.88568272725205 14.79989352399612
 14.43425109044792 14.33892363571705
 13.38583496267393 15.06475889631866
 13.82625925609979 16.44912144928259
 15.20555070985176 15.76067152343101
 12.37135054608448 13.21485304640225
 14.54985290679314 16.11598570882399
 13.10468926017229 16.56205392471057
 14.22037339715102 15.83069251050299
 13.80457396401802 15.90347001041226
 15.1852697687371 14.95410842797654
 13.85934088834252 14.40717801281499
 14.81049201798258 14.46868052832303
 12.7991686014413 14.0473281166526
 13.69668884320071 14.28669635431814
 13.32067949773471 15.49250853479207
 14.0886782904932 14.93269935100757
 13.767496434518 15.91294143458251
 12.49858359161467 14.68750206293361
 13.35537828675603 14.73761661934183
 14.56724348423417 13.74880101504666
 13.55310828334593 13.90648027105521
 15.11251791337442 16.28618182909049
 13.04640663678384 14.81646156378605
 14.7450251417475 15.31586238717821
 13.13972746996068 14.9298155294448
 14.35081000095573 14.26328202668537
 13.13451518663562 14.65572286033032
 13.87452281001386 14.32733690112022
 14.7657687590934 14.63957615113901
 13.61945236750393 15.45204216224008
 13.54198683271117 15.77521296423552
 14.88159033332335 16.03220318343061
 14.74996900760716 16.60606524366201
 14.07485950146313 14.99378237751267
 12.78449324224386 13.79190809714552
 13.61327305439886 14.80372458788337
 14.21903476032521 14.48382318678438
 15.58592440053565 15.20783289090601
 11.84877236042108 14.37740669867375
 15.14294929602436 15.26416201751906
 14.60817610540078 16.80793075600075
 15.72828976091385 14.93341662711701
 14.55127152416543 15.63505758138929
 13.64514063330438 14.46630307625299
 15.18798541201001 14.94204643049165
 13.90006060027744 14.66837212731526
 13.02248185453973 14.94357630127567
 15.14686698236802 13.86433548696818
 14.13543105542779 15.13522975418315
 13.73359800443611 14.28115978624163
 13.77432851261547 14.42481069051305
 13.11413368332307 15.53025402910295
 15.15066885647309 16.99323462969153
 12.28059021081988 12.75685404419269
 14.69885709560107 14.7323932381721
 14.55340042389717 15.37830193883715
 14.27355880832531 15.18602602767284
 14.70171504777773 15.86309524146859
 12.2514339199645 14.4036030613205
 14.74878324246992 14.47983954044964
 13.46309377523959 15.05274060547171
 14.7633366550522 14.1475583468593
 11.62236738063556 13.62309737149784
 14.55053464645679 16.21807311834104
 11.84160830744446 13.72135486739992
 13.69405337264893 15.81486434004162
 14.85251231148463 16.01066339619881
 14.75612699609519 15.51631566481694
 13.5268705230486 15.48714246602636
 14.61894875799973 15.40657866808341
 13.36647536487882 15.3587889572906
 13.87044181479073 15.5204233458349
 14.48770604625284 13.97069785625068
 14.64611410555256 15.74334947872574
 13.34341527019462 13.57808477501452
 13.77508716026288 15.4373927730124
 12.29866617120874 15.22203763158067
 13.85724840831926 14.8105268486151
 13.71485306875469 13.84977751736077
 15.39185265334531 14.13526993523291
 14.12347745046814 15.71456024522578
 14.49917519117115 13.5940499734857
 14.07032116652933 15.25408497186409
 14.22521319103328 14.59313292820313
 13.39952251251901 14.60049698587606
 14.47486797109827 14.81460351228301
 13.60067240968576 14.60926993052283
 14.32372317324969 16.63508873147979
 15.59737153828674 16.45214995975359
 14.58198573524455 16.17852318619233
 14.43553654992351 15.91046050907076
 13.23628167368959 14.52027326987583
 15.34634414453288 14.73940678169573
 13.93830111505627 15.44490569001334
 13.19517543695097 12.46754329476965
 13.3207985283755 16.22371877111021
 15.03392841533882 15.67469080998043
 15.01191645461436 16.16858087735838
 15.10625455735723 15.96225726770321
 13.09537681604115 14.25229020724952
 13.29228732748737 13.12231684971013
 13.70430605940092 15.53321525428302
 13.24579560094187 13.22192206982401
 13.48718453081361 14.13212333593723
 13.17153906202242 14.82987434533373
 13.44713917336994 14.66280989640242
 14.11048218267204 14.98662463786398
 14.18405629908316 16.7690866348125
 12.13766790445319 13.89011417536114
 13.95063382089659 15.92542648805655
 13.33703697945633 15.09810306596985
 14.10680430096337 15.97827554226969
 14.88081171649253 15.45430537671433
 14.36387816719976 14.05679133448404
 12.57801723820291 14.07032625896328
 13.41604701574095 15.09824749745991
 12.29514654796015 14.15596602995293
 13.97086464027498 14.63128569121567
 12.96275606077262 11.86533339262675
 14.12157544815424 15.73859046929921
 13.34231731386595 14.38196113992153
 13.70887357235446 15.36500802185948
 12.70758554921423 14.93259932841094
 13.60864643980288 15.22450302671965
 13.40229830991206 15.84763814494852
 15.15743452235556 16.46288118745688
 14.67704335623601 16.01014357711021
 15.16813702592429 13.5638098559013
 14.74962918447354 14.66693912012553
 15.24464252476931 16.29016347863122
 13.63574452182749 15.17916503396532
 13.00766971442628 13.94245336480005
 15.34193814170115 16.03501452641072
 13.36310858763125 14.91711662937012
 14.91148179897742 14.84537958359201
 14.35443719847827 15.44774530717412
 14.59927642051693 14.84129512438845
 15.32617181402585 15.85433536707281
 13.35802796077034 15.54722497995809
 12.37821422894335 14.25632011588963
 14.44913696925409 14.45326717744575
 12.98596224232784 16.48558467737709
 12.2544180595586 13.69954048425151
 13.78495343865055 15.4404328314219
 15.53519014453067 15.7765012264473
 12.71431759667795 15.83386260483767
 13.84365086737434 14.52497747601346
 14.01413774297722 15.05800240063187
 12.75116532400901 15.75760878574315
 14.53921772180271 14.91350178762424
 12.528670751736 13.55243410429237
 14.8223055710386 15.40939086751536
 13.35172447721934 14.99142390902937
 13.10391156631886 15.2123209464097
 13.16462330955638 16.14777980358166
 14.52926811453249 14.90199064992532
 13.90186286744163 13.83934939244794
 14.9896826675694 15.3369028620034
 13.58021353486082 15.59497157113454
 14.12104238719324 13.82070713040249
 12.96937670482779 14.22215206904279
 17.07013409349963 14.53997908421732
 15.38705987972518 16.7187576746136
 14.1621504998392 15.40618750647996
 13.94772460687735 16.3470402382981
 14.6798040278172 16.3031241401937
 14.47182048976728 15.15400446996736
 13.36444751332464 13.04052066109757
 12.02658724557017 14.27728935538073
 14.69042218034853 14.9719097655969
 13.21560371726406 15.05708691386318
 14.93909925860958 16.85608621976274
 15.60499507804393 18.95782891314735
 13.03156494814755 16.71177442423631
 15.00737262885663 16.68395173423069
 14.52023636070062 14.5260520848652
 14.85007495866362 14.19304874565226
 14.59421203826273 14.36518347912662
 15.7870701332799 16.20100849631756
 13.9222695559854 14.37718065696755
 14.95964562328999 16.69612709710355
 14.52675873058712 14.61560122230435
 11.77803877868527 14.73074424321833
 12.85649087675699 14.00372929323855
 13.01590317959949 14.99908843079247
 15.15101283975798 15.87344401617271
 14.19146054175129 14.67040813808929
 12.18390600081919 13.19170145868669
 13.79226836780919 14.14814759156883
 13.68881617272837 15.95720573354908
 13.83500061033376 15.24339250838664
 14.74217983727086 14.52442751506965
 12.9430382537257 15.46480314823802
 13.65496337903226 13.97761515501672
 15.59498362585292 15.04604091509267
 13.77008383071864 15.37245864398223
 16.220181630868 14.39283953699267
 13.55607801800369 13.83297532768894
 14.71220535933722 15.16641361709259
 14.27820667004007 15.55103062686662
 13.2275589304341 13.69724152006504
 13.17133235327879 13.04379718205822
 15.22006247260111 15.7001375128131
 13.0806665092746 14.4721084959252
 13.68249708180888 14.24206173554917
 12.77175209291934 14.87100400319994
 14.8657024062476 15.49827742761961
 15.14607309108301 16.29564811948014
 13.03209835561764 14.37414009880154
 16.30279756268954 14.08390864645929
 13.71637966025648 16.42810744007489
 13.77471699975722 13.4318585803846
 15.06428103106113 15.40919075617873
 12.31709854312852 14.07138374278673
 14.22752068109846 15.52426550978108
 14.68203811412413 14.84174825349017
 14.21854325396614 14.60653411672586
 14.38357023287678 15.40524124645274
 14.74583960687632 16.98098743410112
 13.76985291633059 13.51609815528994
 14.02613574307561 14.18109332774641
 12.7142569946481 14.42331521921967
 14.22494922483463 16.28424729072521
 14.29334502831703 15.99138259745038
 14.95248196697323 14.36405346582887
 14.73404568057253 15.818331494324
 19.28954010724301 10.67574062648117
 8.738571201350045 16.79580754409173
 0.3079384611333147 5.39141258073119
 28.54178582303004 21.59977621324154
 19.03498788102089 12.02894862830989
 14.37577872540042 23.35597255501223
 8.77806588243344 16.68952643765473


# name: yval
# type: matrix
# rows: 307
# columns: 1
 0
 0
 0
 0
 0
 0
 0
 0
 0
 1
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 1
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 1
 1
 1
 1
 1
 1
 1


